# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	26306
#@/user_id	629635a7-ef29-4691-9c28-b172d0142dcc
a 	啊	c=7 d=0.0414783 t=26306
gen ben 	根本	c=3 d=1.24926e-31 t=26306
gen ben ma 	根本嗎	c=1 d=1.25552e-30 t=26306
gen i a bi na de ben zhi 	跟i啊比那得本質	c=1 d=4.17203e-40 t=26306
gen ju 	根據	c=25 d=0.713432 t=26306
gen jue 	根絕	c=2 d=8.00713e-33 t=26306
gen mu 	跟木	c=1 d=3.45374e-23 t=26306
gen ni 	跟你	c=0 d=3.5168e-31 t=26306
gen ni yao de 	跟你要得	c=1 d=3.53443e-30 t=26306
gen ta shuo 	跟她說	c=1 d=3.17338e-27 t=26306
gen xin 	跟新	c=1 d=3.28809e-33 t=26306
gen yuan 	根源	c=1 d=5.22384e-38 t=26306
gen zhe 	跟着	c=3 d=1.19864e-14 t=26306
gen zong 	跟蹤	c=2 d=6.78877e-54 t=26306
geng 	更	c=3 d=1.36552e-18 t=26306
geng ai 	更愛	c=1 d=3.72388e-56 t=26306
geng bu 	更不	c=0 d=4.60767e-33 t=26306
geng bu rong yi 	更不容易	c=1 d=4.63077e-32 t=26306
geng da de 	更大的	c=0 d=3.46692e-10 t=26306
geng da de kong jian 	更大的空間	c=1 d=3.4843e-09 t=26306
geng duo 	更多	c=1 d=1.55615e-26 t=26306
geng gai 	更改	c=2 d=1.47412e-36 t=26306
geng hao 	更好	c=5 d=0.00404611 t=26306
geng hao de 	更好地	c=3 d=0.0271874 t=26306
geng hao yong 	更好用	c=1 d=3.02962e-11 t=26306
geng jia 	更加	c=4 d=0.496585 t=26306
geng jia bian li 	更加便利	c=1 d=1.35866e-47 t=26306
geng jia qing chu 	更加清除	c=1 d=3.8057e-47 t=26306
geng ke 	更可	c=0 d=5.42577e-44 t=26306
geng ke chi xu 	更可持續	c=1 d=5.45296e-43 t=26306
geng ke yi 	更可以	c=1 d=2.97772e-43 t=26306
geng mei hao 	更美好	c=1 d=1.33475e-44 t=26306
geng qiang 	更強	c=0 d=1.43924e-20 t=26306
geng qiang da 	更強大	c=1 d=1.44646e-19 t=26306
geng shi he 	更適合	c=1 d=5.40054e-47 t=26306
geng ti 	更替	c=0 d=1.5553e-50 t=26306
geng ti gong 	更替共	c=1 d=1.5631e-49 t=26306
geng xiang xi 	更詳細	c=1 d=3.44541e-24 t=26306
geng xin 	更新	c=17 d=1.71285 t=26306
geng xin shi jian 	更新時間	c=1 d=0.000113353 t=26306
geng xing 	更姓	c=0 d=2.45827e-24 t=26306
gong 	供	c=2 d=8.0918e-11 t=26306
gong 	共	c=0 d=1.5553e-50 t=26306
gong 	工	c=1 d=3.52831e-39 t=26306
gong bu 	公佈	c=1 d=9.58146e-13 t=26306
gong chan zhu yi 	共產主義	c=2 d=1.14893e-42 t=26306
gong chang 	工廠	c=1 d=7.45395e-44 t=26306
gong cheng 	工程	c=2 d=3.32627e-12 t=26306
gong cheng shi 	工程師	c=5 d=0.995012 t=26306
gong cheng xue 	工程學	c=0 d=1.6013e-40 t=26306
gong eng 	供嗯	c=1 d=2.22774e-41 t=26306
gong fang 	功放	c=0 d=4.36852e-53 t=26306
gong fang 	攻防	c=3 d=0.0237541 t=26306
gong gong 	公共	c=1 d=3.92093e-46 t=26306
gong gong xin xi 	公共信息	c=1 d=3.94058e-45 t=26306
gong ji 	攻擊	c=16 d=0.00750639 t=26306
gong ji bao 	攻擊包	c=1 d=7.59831e-05 t=26306
gong ji de 	攻擊的	c=1 d=7.26396e-05 t=26306
gong ji guo cheng 	攻擊過程	c=1 d=0.00141589 t=26306
gong ji shu ju cun chu 	攻擊數據存儲	c=1 d=7.07836e-24 t=26306
gong ji zhe 	攻擊者	c=3 d=0.000267412 t=26306
gong jiao 	公交	c=1 d=4.20595e-47 t=26306
gong ju 	工具	c=27 d=0.000987743 t=26306
gong ju jiao ben 	工具腳本	c=1 d=2.89523e-36 t=26306
gong ju lan 	工具欄	c=0 d=5.52108e-43 t=26306
gong ju men 	工具們	c=1 d=4.00504e-30 t=26306
gong ju ming 	工具名	c=1 d=4.34983e-31 t=26306
gong jun 	共軍	c=1 d=1.33316e-30 t=26306
gong ke 	工科	c=1 d=0.013912 t=26306
gong ke 	攻克	c=1 d=0.00185341 t=26306
gong ke xue xiao 	攻克學校	c=1 d=0.0138427 t=26306
gong ming 	共鳴	c=1 d=1.512e-11 t=26306
gong neng 	功能	c=22 d=0.0895834 t=26306
gong neng ne ge 	功能呢個	c=2 d=1.11185e-12 t=26306
gong neng neng 	功能能	c=1 d=0.900325 t=26306
gong nong 	工農	c=0 d=1.3138e-06 t=26306
gong nong gong zheng ji zhi 	工農公正機制	c=1 d=1.32039e-05 t=26306
gong qi jun 	宮崎駿	c=1 d=2.64874e-48 t=26306
gong qing tuan 	共青團	c=1 d=3.60031e-12 t=26306
gong qing tuan yuan 	共青團員	c=1 d=1.20257e-23 t=26306
gong ren 	工人	c=1 d=1.7822e-12 t=26306
gong shi 	公式	c=1 d=1.31967e-28 t=26306
gong si 	公司	c=5 d=5.24293e-10 t=26306
gong si men 	公司們	c=1 d=5.53555e-14 t=26306
gong suo 	宮縮	c=0 d=2.1942e-40 t=26306
gong tong dian 	共同點	c=1 d=1.31465e-42 t=26306
gong xi 	恭喜	c=0 d=5.69407e-53 t=26306
gong xi na ge 	恭喜那個	c=1 d=5.72261e-52 t=26306
gong xian 	貢獻	c=0 d=6.77633e-12 t=26306
gong xian le shen me 	貢獻了什麼	c=1 d=6.8103e-11 t=26306
gong xiang 	共享	c=6 d=0.752014 t=26306
gong yao 	公鑰	c=1 d=1.98844e-57 t=26306
gong ye 	工業	c=1 d=3.7484e-45 t=26306
gong ye jie 	工業界	c=1 d=1.33089e-10 t=26306
gong you 	共有	c=0 d=4.73735e-36 t=26306
gong you ji cheng 	供有繼承	c=1 d=8.13236e-10 t=26306
gong you lei shu xing 	共有類屬性	c=1 d=4.7611e-35 t=26306
gong zheng 	公正	c=0 d=3.2836e-06 t=26306
gong zheng ji zhi 	公正機制	c=2 d=4.05045e-05 t=26306
gong zhong 	公衆	c=0 d=1.59029e-47 t=26306
gong zhong hao 	公衆號	c=2 d=2.08506e-28 t=26306
gong zi 	工資	c=0 d=1.53909e-15 t=26306
gong zi biao 	工資表	c=1 d=1.5468e-14 t=26306
gong zi shao xie 	工資少些	c=1 d=1.36575e-20 t=26306
gong zuo 	工作	c=11 d=0.678851 t=26306
gong zuo dan yuan 	工作單元	c=1 d=2.73991e-05 t=26306
gong zuo fang 	工作坊	c=1 d=1.98884e-30 t=26306
gong zuo hui bao 	工作彙報	c=1 d=3.72146e-19 t=26306
gong zuo liang 	工作量	c=3 d=9.06828e-44 t=26306
gong zuo liang zheng ming 	工作量證明	c=1 d=1.55853e-44 t=26306
gong zuo mu lu 	工作目錄	c=1 d=3.0558e-24 t=26306
gong zuo zhe 	工作者	c=0 d=4.63392e-41 t=26306
gong zuo zhong 	工作中	c=1 d=1.36264e-52 t=26306
gou gou 	狗狗	c=0 d=0.0332871 t=26306
gou jian 	構建	c=3 d=2.91394e-33 t=26306
gou le 	勾勒	c=1 d=2.32545e-46 t=26306
gou le 	夠了	c=1 d=9.52363e-15 t=26306
gou xuan 	勾選	c=1 d=2.63096e-57 t=26306
gou zao 	構造	c=2 d=0.00016823 t=26306
gou zao han shu 	構造函數	c=5 d=6.12188e-08 t=26306
gu 	股	c=1 d=1.63282e-34 t=26306
gu dian 	古典	c=1 d=5.11779e-32 t=26306
gu dian yin yue 	古典音樂	c=2 d=1.68403e-14 t=26306
gu ding 	固定	c=3 d=2.11535e-34 t=26306
gu ding bu fen 	固定部分	c=1 d=2.14447e-34 t=26306
gu ding de 	固定的	c=1 d=1.95012e-34 t=26306
gu ding ge shu 	固定個數	c=1 d=2.78454e-48 t=26306
gu du 	孤獨	c=1 d=3.06851e-14 t=26306
gu ge 	谷歌	c=8 d=9.26609e-16 t=26306
gu ge fan yi 	谷歌翻譯	c=1 d=4.60767e-32 t=26306
gu gu ge 	股谷歌	c=1 d=9.47583e-44 t=26306
gu hong 	股肱	c=0 d=2.5122e-44 t=26306
gu ji 	估計	c=2 d=2.47137e-40 t=26306
gu ji shi 	估計是	c=1 d=3.07959e-27 t=26306
gu li 	鼓勵	c=0 d=1.09828e-45 t=26306
gu li la hou ze 	鼓勵落後則	c=1 d=1.10378e-44 t=26306
gu ze 	股則	c=1 d=6.49361e-39 t=26306
gu zuo xuan xu 	故作玄虚	c=2 d=1.21324e-31 t=26306
gua 	掛	c=1 d=1.87627e-21 t=26306
gua duan 	掛斷	c=4 d=2.75599e-15 t=26306
gua qi 	掛起	c=5 d=1.02712e-19 t=26306
gua suan 	掛算	c=1 d=3.58357e-21 t=26306
gua zai 	掛在	c=2 d=1.9188e-20 t=26306
gua zai 	掛載	c=4 d=6.81146e-13 t=26306
guai bu de 	怪不得	c=1 d=0.955997 t=26306
guan 	關	c=5 d=0.0019108 t=26306
guan bi 	關閉	c=5 d=1.08983e-12 t=26306
guan bi zhong duan 	關閉終端	c=1 d=2.9133e-21 t=26306
guan cha 	觀察	c=1 d=2.31905e-43 t=26306
guan chuan 	貫穿	c=1 d=9.64393e-45 t=26306
guan dao 	管道	c=9 d=0.00365067 t=26306
guan fang 	官方	c=4 d=1.67017e-05 t=26306
guan fang gong ju 	官方工具	c=1 d=1.00899e-17 t=26306
guan fang wen dang 	官方文檔	c=2 d=7.35447e-33 t=26306
guan ji 	關機	c=4 d=6.23617e-20 t=26306
guan jian 	關鍵	c=2 d=4.93557e-35 t=26306
guan jian ci 	關鍵詞	c=1 d=4.95878e-43 t=26306
guan jian dian 	關鍵點	c=1 d=7.38756e-27 t=26306
guan jian han shu 	關鍵函數	c=1 d=4.60846e-34 t=26306
guan jian jiu shi 	關鍵就是	c=1 d=1.28198e-40 t=26306
guan jian zi 	關鍵字	c=14 d=0.913931 t=26306
guan kan 	觀看	c=1 d=0.0790571 t=26306
guan kou 	關口	c=1 d=0.000908027 t=26306
guan le 	慣了	c=0 d=2.62738e-42 t=26306
guan le 	關了	c=1 d=4.2286e-22 t=26306
guan li 	慣例	c=1 d=0.100259 t=26306
guan li 	管理	c=17 d=2.47953 t=26306
guan li biao 	管理表	c=1 d=7.79862e-17 t=26306
guan li cheng xu 	管理程序	c=2 d=2.86846e-15 t=26306
guan li gong ju 	管理工具	c=1 d=1.85375e-26 t=26306
guan li kuo rong 	管理擴容	c=1 d=1.91978e-26 t=26306
guan li ming ling 	管理命令	c=2 d=3.29824e-26 t=26306
guan li qi 	管理器	c=1 d=1.12359e-18 t=26306
guan li xi tong 	管理系統	c=1 d=4.77683e-15 t=26306
guan li xiu gai 	管理修改	c=1 d=6.07751e-54 t=26306
guan li zi ji 	管理自己	c=1 d=1.26379e-19 t=26306
guan lian 	關聯	c=3 d=1.03796e-12 t=26306
guan wang 	官網	c=1 d=4.69341e-44 t=26306
guan wang 	觀望	c=1 d=2.1114e-57 t=26306
guan wang bao ming 	官網報名	c=1 d=4.71693e-43 t=26306
guan xi 	關係	c=1 d=2.87876e-15 t=26306
guan xi yun suan fu 	關係運算符	c=1 d=1.34931e-54 t=26306
guan xing 	慣性	c=1 d=1.83275e-39 t=26306
guan yu 	關於	c=7 d=6.35566e-13 t=26306
guan zhu 	關注	c=1 d=1.57752e-10 t=26306
guan zhu gong zhong hao 	關注公衆號	c=1 d=2.09551e-27 t=26306
guan zhu le 	關住了	c=1 d=1.56965e-10 t=26306
guang 	光	c=1 d=6.44454e-38 t=26306
guang 	廣	c=2 d=3.85993e-37 t=26306
guang biao 	光標	c=1 d=1.72362e-52 t=26306
guang bo 	廣播	c=2 d=1.60873 t=26306
guang bo di zhi 	廣播地址	c=1 d=0.878095 t=26306
guang bo xin hao 	廣播信號	c=1 d=0.600496 t=26306
guang fan 	廣泛	c=1 d=2.61979e-07 t=26306
guang gao 	廣告	c=4 d=4.20234e-29 t=26306
guang ming 	光明	c=1 d=9.5285e-21 t=26306
gui 	歸	c=1 d=5.44537e-56 t=26306
gui 	鬼	c=1 d=5.41821e-56 t=26306
gui bi 	規避	c=1 d=3.0447e-40 t=26306
gui ding 	規定	c=1 d=7.74076e-47 t=26306
gui fan 	規範	c=2 d=2.14776e-19 t=26306
gui hua 	規劃	c=1 d=4.58298e-57 t=26306
gui lv 	規律	c=1 d=1.19328e-21 t=26306
gui na 	歸納	c=0 d=1.05486e-41 t=26306
gui na jin lai 	歸納進來	c=1 d=1.06014e-40 t=26306
gui tai 	櫃檯	c=0 d=1.67415e-34 t=26306
gui ze 	規則	c=3 d=1.26924e-09 t=26306
gun 	滾	c=0 d=1.59169e-28 t=26306
gun dong 	滾動	c=2 d=1.32629e-28 t=26306
guo 	國	c=1 d=3.27135e-29 t=26306
guo 	過	c=5 d=1.20705e-07 t=26306
guo 	郭	c=1 d=1.5642e-09 t=26306
guo chan 	國產	c=1 d=5.9738e-28 t=26306
guo cheng 	過程	c=6 d=0.0218001 t=26306
guo cheng zhong 	過程中	c=1 d=2.35826e-05 t=26306
guo da 	過大	c=2 d=0.00456197 t=26306
guo de 	過得	c=0 d=1.20774e-34 t=26306
guo di 	過低	c=1 d=1.83687e-36 t=26306
guo du 	過度	c=1 d=7.03804e-45 t=26306
guo fang 	國防	c=0 d=1.78847e-17 t=26306
guo fang ke da 	國防科大	c=1 d=1.79744e-16 t=26306
guo fang ke ji 	國防科技	c=0 d=0.00222592 t=26306
guo fang ke ji da xue 	國防科技大學	c=1 d=0.0223708 t=26306
guo fen 	過分	c=0 d=4.70411e-12 t=26306
guo fen di biao xian 	過分地表先	c=1 d=4.72769e-11 t=26306
guo hao 	郭昊	c=1 d=1.39552e-09 t=26306
guo hu 	過戶	c=0 d=6.29868e-05 t=26306
guo jia 	國家	c=5 d=0.0207683 t=26306
guo jia zhong dian shi yan shi 	國家重點實驗室	c=1 d=2.74551e-29 t=26306
guo ke 	果殼	c=2 d=1.6049e-36 t=26306
guo ke da 	國科大	c=1 d=3.72463e-29 t=26306
guo lai 	過來	c=2 d=3.25659e-08 t=26306
guo le 	過了	c=0 d=5.45964e-29 t=26306
guo li 	國立	c=0 d=3.07154e-56 t=26306
guo lv 	過濾	c=6 d=0.00556974 t=26306
guo lv gui ze 	過濾規則	c=1 d=3.42811e-53 t=26306
guo lv yi xia 	過濾一下	c=1 d=1.53747e-31 t=26306
guo ma 	過嗎	c=0 d=1.69242e-44 t=26306
guo nei 	國內	c=2 d=0.160414 t=26306
guo qi 	國企	c=1 d=1.3387e-20 t=26306
guo qu de 	過去的	c=1 d=5.54687e-38 t=26306
guo qu shi 	過去式	c=1 d=0.0115047 t=26306
guo ran 	果然	c=0 d=1.7804e-52 t=26306
guo ran hao le 	果然好了	c=1 d=1.78933e-51 t=26306
guo wai 	國外	c=2 d=3.09873e-19 t=26306
guo wai bo wen 	國外博文	c=1 d=9.97216e-27 t=26306
guo wan 	過完	c=1 d=1.02773e-57 t=26306
guo wang 	國王	c=1 d=3.3842e-19 t=26306
guo wang 	過望	c=1 d=3.40116e-19 t=26306
guo yi bian 	郭以便	c=1 d=1.7652e-09 t=26306
guo yu 	過於	c=1 d=4.59984e-12 t=26306
ha 	哈	c=6 d=0.00479587 t=26306
ha gong da 	哈工大	c=1 d=3.61763e-39 t=26306
ha ha 	哈哈	c=12 d=2.63929e-06 t=26306
hai 	海	c=1 d=7.284e-08 t=26306
hai 	還	c=9 d=0.0245983 t=26306
hai bu 	還不	c=0 d=6.42921e-11 t=26306
hai bu tai zhong yao 	還不太重要	c=1 d=6.46143e-10 t=26306
hai da 	還大	c=0 d=3.28921e-38 t=26306
hai dei 	還得	c=3 d=9.49213e-31 t=26306
hai hui 	還會	c=2 d=6.93882e-14 t=26306
hai hui ba 	還會把	c=1 d=7.8687e-34 t=26306
hai kan 	還看	c=1 d=2.35618e-24 t=26306
hai ke yi 	還可以	c=5 d=1.56102e-05 t=26306
hai ke yi kan dao 	還可以看到	c=1 d=1.98303e-25 t=26306
hai ke yi yong lai 	還可以用來	c=1 d=1.01088e-39 t=26306
hai ke yi zhi ding 	還可以指定	c=1 d=0.000156885 t=26306
hai me kan 	還麼看	c=1 d=5.93168e-33 t=26306
hai mei 	還沒	c=1 d=8.94586e-14 t=26306
hai mei gai 	還沒改	c=1 d=3.58785e-30 t=26306
hai mei hao hao xue 	還沒好好學	c=1 d=1.96698e-47 t=26306
hai mei you 	還沒有	c=1 d=2.80193e-33 t=26306
hai neng 	還能	c=0 d=0.0332871 t=26306
hai neng ne gou gou shi xian ma 	還能呢狗狗實現嗎	c=1 d=0.33454 t=26306
hai pa 	害怕	c=2 d=1.02173e-38 t=26306
hai shi 	還是	c=22 d=1.09689 t=26306
hai shi xue xiao de 	還是學校的	c=1 d=3.21193e-22 t=26306
hai shi zai 	還是在	c=0 d=1.32219e-22 t=26306
hai shi zai qian tai 	還是在前臺	c=1 d=1.32881e-21 t=26306
hai xi yao 	還西藥	c=1 d=1.80356e-56 t=26306
hai xiang yao 	還想要	c=1 d=2.43886e-18 t=26306
hai xing 	還行	c=3 d=7.82554e-26 t=26306
hai xu 	還需	c=0 d=1.56688e-49 t=26306
hai xu yao 	還需要	c=1 d=1.57473e-48 t=26306
hai yao 	還要	c=1 d=2.57413e-07 t=26306
hai yao dian yi xia 	還要點一下	c=1 d=1.70061e-41 t=26306
hai yao yong 	還要用	c=1 d=2.58703e-06 t=26306
hai yong 	還用	c=1 d=7.69978e-14 t=26306
hai you 	還有	c=15 d=0.0014861 t=26306
hai you ge 	還有個	c=1 d=1.00395e-17 t=26306
hai you mei 	還有沒	c=1 d=5.29918e-30 t=26306
hai you mei you 	還有沒有	c=1 d=1.67125e-42 t=26306
hai you yi ge 	還有一個	c=2 d=1.00413e-19 t=26306
hai zai 	還在	c=3 d=2.06284e-30 t=26306
hai zhi 	海之	c=1 d=1.56182e-10 t=26306
hai zhi you 	還只有	c=0 d=1.58348e-26 t=26306
han 	含	c=2 d=5.21672e-13 t=26306
han 	汗	c=1 d=4.60204e-47 t=26306
han 	漢	c=3 d=3.46095e-18 t=26306
han bao 	漢堡	c=1 d=2.82768e-23 t=26306
han guo 	韓國	c=1 d=3.88522e-55 t=26306
han shu 	函數	c=131 d=0.394554 t=26306
han shu bu zai zhi xing 	函數不再執行	c=1 d=5.85133e-49 t=26306
han shu ding yi 	函數定義	c=2 d=1.86738e-52 t=26306
han shu fan hui zhi 	函數返回值	c=1 d=2.01328e-56 t=26306
han shu fang dao 	函數放到	c=1 d=1.5911e-52 t=26306
han shu feng zhuan dai ma 	函數峯轉代碼	c=1 d=6.69935e-53 t=26306
han shu jie shi 	函數解釋	c=1 d=1.90236e-07 t=26306
han shu ming 	函數名	c=5 d=4.38224e-18 t=26306
han shu nei 	函數內	c=1 d=4.28653e-35 t=26306
han shu nei bu 	函數內部	c=2 d=1.08051e-48 t=26306
han shu ti 	函數體	c=1 d=1.06655e-52 t=26306
han shu yuan xing 	函數原型	c=1 d=2.15602e-09 t=26306
han shu zhong 	函數中	c=1 d=3.80181e-35 t=26306
han yi 	含義	c=4 d=8.23692e-13 t=26306
han yi wei 	含義爲	c=1 d=6.77265e-34 t=26306
han you 	含有	c=0 d=1.06437e-29 t=26306
han you liang ge 	含有兩個	c=1 d=1.0697e-28 t=26306
hang 	行	c=14 d=0.0358796 t=26306
hang hao 	行號	c=2 d=1.01888e-09 t=26306
hang nei 	行內	c=1 d=1.53241e-51 t=26306
hang shu 	行數	c=1 d=0.000140947 t=26306
hang tian 	航天	c=1 d=9.86454e-17 t=26306
hang ye 	行業	c=1 d=1.46403e-15 t=26306
hang zhou 	杭州	c=2 d=2.53667e-10 t=26306
hao 	好	c=13 d=1.16244e-07 t=26306
hao 	號	c=9 d=0.0845849 t=26306
hao 	郝	c=1 d=1.91222e-09 t=26306
hao chu 	好處	c=4 d=7.28865e-39 t=26306
hao dao shi 	好導師	c=1 d=1.19697e-27 t=26306
hao de 	好的	c=19 d=1.24037e-07 t=26306
hao dian 	好點	c=0 d=1.2601e-15 t=26306
hao dian de 	好點的	c=1 d=1.26642e-14 t=26306
hao duo 	好多	c=3 d=4.72512e-34 t=26306
hao hao 	好好	c=1 d=0.00326335 t=26306
hao hao zhi ne ge 	好好值呢個	c=1 d=1.14291e-42 t=26306
hao huai 	好壞	c=2 d=3.34757e-38 t=26306
hao ji bai 	好幾百	c=0 d=1.35004e-32 t=26306
hao ji bai tian 	好幾百天	c=1 d=1.35681e-31 t=26306
hao ji ge 	好幾個	c=1 d=1.78137e-29 t=26306
hao ji ge xiao you xi 	好幾個小遊戲	c=1 d=1.7903e-28 t=26306
hao kan 	好看	c=2 d=1.71274e-07 t=26306
hao le 	好了	c=3 d=3.0318e-37 t=26306
hao le ma 	好了嗎	c=1 d=1.71356e-42 t=26306
hao ne 	好呢	c=0 d=9.01215e-43 t=26306
hao ne zao jiu you 	好呢早就有	c=1 d=9.05733e-42 t=26306
hao shi 	耗時	c=3 d=3.04318e-18 t=26306
hao shi ren wu 	耗時任務	c=1 d=6.41916e-21 t=26306
hao wan 	好玩	c=0 d=1.29512e-14 t=26306
hao wan ma 	好玩嗎	c=1 d=1.30162e-13 t=26306
hao wu 	毫無	c=0 d=4.81796e-58 t=26306
hao wu guan xi 	毫無關係	c=1 d=4.84211e-57 t=26306
hao xiang 	好像	c=16 d=2.02575e-10 t=26306
hao xue 	好學	c=0 d=1.95717e-48 t=26306
hao yi dian 	好一點	c=2 d=4.0314e-10 t=26306
hao yong 	好用	c=2 d=1.94721e-16 t=26306
he 	何	c=2 d=0.00117459 t=26306
he 	和	c=226 d=4.40729 t=26306
he 	賀	c=4 d=2.81025e-38 t=26306
he bei 	河北	c=3 d=2.43667e-23 t=26306
he bei sheng 	河北省	c=2 d=3.37546e-18 t=26306
he bing 	合併	c=2 d=8.1835e-51 t=26306
he bing ru 	和併入	c=1 d=1.28573e-45 t=26306
he chong fu 	和重複	c=1 d=2.47733e-55 t=26306
he fei 	合肥	c=2 d=2.52409e-10 t=26306
he hou mian nei rong 	和後面內容	c=1 d=8.22388e-24 t=26306
he huo ren 	合夥人	c=1 d=1.60764e-56 t=26306
he i you 	和i有	c=1 d=4.24027e-25 t=26306
he li hua 	合理化	c=1 d=4.8347e-39 t=26306
he shang mian 	和上面	c=1 d=4.59016e-46 t=26306
he tong 	合同	c=1 d=9.49066e-33 t=26306
he xin 	核心	c=1 d=1.06346e-18 t=26306
he xin gai nian 	核心概念	c=1 d=1.86717e-52 t=26306
he yang 	河陽	c=1 d=7.24744e-37 t=26306
he yi 	賀毅	c=1 d=1.30677e-23 t=26306
he yu 	合於	c=1 d=1.2067e-34 t=26306
he yue 	合約	c=10 d=1.91135e-29 t=26306
he yue di zhi 	合約地址	c=2 d=9.73092e-33 t=26306
he yue ming 	合約名	c=1 d=7.73154e-33 t=26306
he ze ge 	和咋個	c=1 d=6.05769e-45 t=26306
he zi 	盒子	c=0 d=0.00066709 t=26306
he zuo 	合作	c=1 d=5.41654e-23 t=26306
he zuo guan xi 	合作關係	c=1 d=1.25122e-19 t=26306
hei 	黑	c=0 d=2.70694e-40 t=26306
hei bei 	黑背	c=1 d=1.16702e-23 t=26306
hei hei 	嘿嘿	c=1 d=6.31693e-38 t=26306
hei ke 	黑客	c=0 d=4.36852e-53 t=26306
hei ke gong fang 	黑客功放	c=1 d=4.39042e-52 t=26306
hei ping 	黑屏	c=2 d=8.00966e-37 t=26306
hei se 	黑色	c=1 d=2.88923e-41 t=26306
hei se xi 	黑色系	c=1 d=2.94759e-41 t=26306
hen 	很	c=3 d=4.16036e-06 t=26306
hen dui 	很對	c=1 d=4.04447e-57 t=26306
hen duo 	很多	c=6 d=1.85547e-07 t=26306
hen duo hen duo 	很多很多	c=1 d=7.9521e-11 t=26306
hen duo shi hou 	很多時候	c=3 d=8.52486e-38 t=26306
hen gao 	很高	c=0 d=6.60544e-35 t=26306
hen gao ji de 	很高記得	c=1 d=6.63855e-34 t=26306
hen hao 	很好	c=1 d=2.28305e-06 t=26306
hen jing ya 	很驚訝	c=1 d=5.30009e-32 t=26306
hen ke neng 	很可能	c=0 d=1.56257e-46 t=26306
hen ke neng ne ge 	很可能呢個	c=1 d=1.5704e-45 t=26306
hen man 	很慢	c=1 d=4.92901e-31 t=26306
hen na ji zhong zhu yi li 	很哪幾種注意力	c=1 d=7.52502e-38 t=26306
hen nan 	很難	c=1 d=1.50626e-26 t=26306
hen nan shou 	很難受	c=1 d=1.14567e-41 t=26306
hen qi guai 	很奇怪	c=1 d=0.00051312 t=26306
hen rao nan yi 	很繞難以	c=1 d=1.9565e-43 t=26306
hen shao 	很少	c=2 d=3.0585e-05 t=26306
hen shi 	很是	c=1 d=6.8989e-16 t=26306
hen yi han 	很遺憾	c=1 d=4.64592e-41 t=26306
hen yin bi 	很隱蔽	c=1 d=2.18326e-39 t=26306
hen zheng jie mei guan 	很整潔美觀	c=1 d=2.26141e-41 t=26306
hen zhong yao 	很重要	c=1 d=1.44125e-06 t=26306
heng 	橫	c=1 d=1.52373e-43 t=26306
heng deng 	恆等	c=0 d=1.3904e-55 t=26306
heng deng yun suan fu 	恆等運算符	c=1 d=1.39737e-54 t=26306
heng shui 	衡水	c=3 d=3.44248e-14 t=26306
heng shui shi 	衡水市	c=2 d=3.39238e-18 t=26306
hong 	紅	c=1 d=1.38281e-20 t=26306
hong hu 	鴻鵠	c=1 d=2.26695e-11 t=26306
hong zha 	轟炸	c=0 d=7.28153e-05 t=26306
hou 	厚	c=1 d=3.84276e-14 t=26306
hou 	後	c=33 d=0.0860708 t=26306
hou cai neng 	後才能	c=0 d=4.42234e-50 t=26306
hou de 	厚的	c=0 d=4.6974e-54 t=26306
hou de dui xiang 	後的對象	c=1 d=1.77098e-18 t=26306
hou dong 	後洞	c=1 d=2.30788e-45 t=26306
hou duan 	後端	c=1 d=1.70623e-22 t=26306
hou duan yun xing 	後端運行	c=1 d=1.71478e-21 t=26306
hou hui 	後悔	c=0 d=1.03806e-58 t=26306
hou lai 	後來	c=1 d=1.60185e-43 t=26306
hou liang ge 	後兩個	c=1 d=2.40959e-23 t=26306
hou mi a 	後米啊	c=1 d=1.01892e-44 t=26306
hou mian 	後面	c=30 d=1.54474 t=26306
hou mian de 	後面的	c=2 d=0.794534 t=26306
hou mian jiang 	後面將	c=1 d=9.68434e-06 t=26306
hou qi 	後期	c=3 d=2.18808e-34 t=26306
hou tai 	後臺	c=10 d=1.06341e-19 t=26306
hou tai jin cheng 	後臺進程	c=1 d=4.68463e-21 t=26306
hou tai ming ling 	後臺命令	c=2 d=5.66477e-21 t=26306
hou tai ren wu 	後臺任務	c=3 d=4.39221e-20 t=26306
hou tai zhi xing 	後臺執行	c=2 d=2.02744e-21 t=26306
hou xu 	後續	c=2 d=4.42776e-35 t=26306
hou xu cao zuo 	後續操作	c=1 d=4.44995e-34 t=26306
hou xu diao yong 	後續調用	c=1 d=6.86894e-53 t=26306
hou xuan 	候選	c=0 d=0.0869358 t=26306
hou xuan kuang 	候選框	c=1 d=0.873716 t=26306
hou xuan kuang 	後選礦	c=1 d=0.865022 t=26306
hou yi ge 	後一個	c=0 d=9.69589e-21 t=26306
hou yi ge ming ling 	後一個命令	c=1 d=9.74449e-20 t=26306
hou zhe 	後者	c=5 d=4.50591e-08 t=26306
hou zhui 	後綴	c=6 d=0.0449859 t=26306
hu 	和	c=0 d=1.316e-55 t=26306
hu bei 	湖北	c=0 d=7.22627e-33 t=26306
hu cai 	胡猜	c=1 d=5.03817e-24 t=26306
hu chi 	互斥	c=3 d=1.2163e-35 t=26306
hu dong 	互動	c=1 d=4.18212e-39 t=26306
