# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	26306
#@/user_id	629635a7-ef29-4691-9c28-b172d0142dcc
a 	啊	c=7 d=0.0414783 t=26306
mei you shang yi hang 	沒有上一行	c=1 d=7.16899e-56 t=26306
mei you she zhi 	沒有設置	c=1 d=0.57695 t=26306
mei you shi xian 	沒有實現	c=1 d=0.017249 t=26306
mei you shi yong 	沒有使用	c=1 d=2.0266e-16 t=26306
mei you shu chu 	沒有輸出	c=1 d=2.00644e-16 t=26306
mei you tu ru qi lai de 	沒有突如其來的	c=1 d=3.24079e-39 t=26306
mei you wang lu 	沒有網路	c=1 d=4.52497e-18 t=26306
mei you wang lu luo 	沒有網路羅	c=1 d=4.24835e-18 t=26306
mei you wen ben 	沒有文本	c=1 d=2.24937e-37 t=26306
mei you wen ti 	沒有問題	c=1 d=4.3177e-32 t=26306
mei you xiu gai guo 	沒有修改過	c=1 d=3.47094e-52 t=26306
mei you yu fa nan du 	沒有語法難度	c=1 d=1.53298e-26 t=26306
mei you zhi ding 	沒有指定	c=1 d=6.75632e-35 t=26306
mei you zhi yi 	沒有之一	c=1 d=2.93498e-20 t=26306
mei you zhu su 	沒有住宿	c=1 d=9.53499e-29 t=26306
mei zai 	沒在	c=0 d=3.64653e-16 t=26306
mei zhao dao 	沒找到	c=5 d=1.69541e-05 t=26306
mei zhuang 	沒裝	c=1 d=1.87595e-19 t=26306
mei zhun 	沒準	c=6 d=0.000534061 t=26306
mei zuo guo 	沒做過	c=1 d=2.56164e-37 t=26306
men 	們	c=10 d=6.09218e-11 t=26306
men 	門	c=5 d=1.06774e-30 t=26306
men jin 	門禁	c=1 d=9.58441e-31 t=26306
men tui jian 	們推薦	c=1 d=2.30709e-41 t=26306
meng 	蒙	c=1 d=3.37765e-55 t=26306
meng wan zhou 	孟晚舟	c=1 d=4.60047e-43 t=26306
mi 	米	c=0 d=6.07951e-46 t=26306
mi bu 	彌補	c=0 d=7.81855e-48 t=26306
mi ma 	密碼	c=7 d=0.0158233 t=26306
mi ma fa 	密碼法	c=1 d=4.02019e-45 t=26306
mi ma xue 	密碼學	c=1 d=0.000596161 t=26306
mi ma zhai yao 	密碼摘要	c=1 d=7.50839e-12 t=26306
mi mang 	迷茫	c=2 d=9.50451e-13 t=26306
mi qie 	密切	c=1 d=6.17902e-43 t=26306
mi shu 	祕書	c=1 d=1.1814e-20 t=26306
mi si te 	米斯特	c=1 d=1.53559e-46 t=26306
mi yao 	密鑰	c=5 d=1.28611e-44 t=26306
mi zhang hao 	米帳號	c=1 d=3.14662e-45 t=26306
mian 	免	c=1 d=5.09227e-32 t=26306
mian 	麪	c=3 d=1.28161e-45 t=26306
mian ban 	面板	c=3 d=2.25066e-41 t=26306
mian ban ye hao 	面板也好	c=1 d=9.81168e-42 t=26306
mian bao 	麪包	c=1 d=4.70396e-40 t=26306
mian dui 	面對	c=1 d=6.1929e-40 t=26306
mian fei 	免費	c=5 d=2.50452e-07 t=26306
mian fei ban 	免費版	c=1 d=6.82677e-10 t=26306
mian fei ban xian zhi 	免費版限制	c=1 d=7.24497e-33 t=26306
mian mi ma 	棉密码	c=1 d=5.06687e-32 t=26306
mian shi 	面試	c=14 d=0.0151261 t=26306
mian shi jing yan 	面試經驗	c=1 d=9.3062e-08 t=26306
mian xiang dui xiang 	面向對象	c=4 d=3.23126e-48 t=26306
mian xiang lian jie 	面向連接	c=1 d=0.000104638 t=26306
mian yi 	免疫	c=1 d=6.4124e-38 t=26306
miao 	喵	c=1 d=5.38477e-42 t=26306
miao 	淼	c=1 d=1.87436e-09 t=26306
miao 	秒	c=2 d=4.33324e-27 t=26306
miao miao 	喵喵	c=0 d=5.33119e-43 t=26306
miao miao miao 	秒喵喵	c=1 d=5.35791e-42 t=26306
miao shu 	描述	c=4 d=1.73853e-10 t=26306
miao shu fu 	描述符	c=5 d=0.00943281 t=26306
miao shu fu 	秒舒服	c=1 d=4.23004e-26 t=26306
miao xiang 	妙想	c=0 d=7.18266e-50 t=26306
miao xiang dui xiang 	妙想對象	c=1 d=7.21866e-49 t=26306
min 	民	c=1 d=5.90712e-43 t=26306
min gan 	敏感	c=1 d=0.000710297 t=26306
min gan cao zuo 	敏感操作	c=1 d=0.00704808 t=26306
min pian guan li xi tong 	民片管理系統	c=1 d=8.72916e-49 t=26306
min yao 	民謠	c=7 d=3.08833e-14 t=26306
min zhu 	民主	c=2 d=1.18202e-42 t=26306
min zhu ji zhong zhi 	民主集中制	c=1 d=5.6472e-43 t=26306
min zu 	民族	c=1 d=5.94381e-57 t=26306
ming 	名	c=20 d=0.0199668 t=26306
ming 	明	c=1 d=3.43768e-27 t=26306
ming cheng 	名稱	c=5 d=3.57577e-12 t=26306
ming ci 	名詞	c=3 d=2.71164e-30 t=26306
ming dan 	名單	c=3 d=5.23486e-05 t=26306
ming dan gong bu 	名單公佈	c=1 d=8.83398e-13 t=26306
ming e 	名額	c=3 d=1.23473e-10 t=26306
ming hao 	名號	c=0 d=3.73681e-39 t=26306
ming i na ge 	名i那個	c=1 d=4.40657e-07 t=26306
ming ling 	命令	c=110 d=1.72875 t=26306
ming ling bang zhu 	命令幫助	c=1 d=0.0253494 t=26306
ming ling can shu 	命令參數	c=1 d=8.75027e-48 t=26306
ming ling de zui hou 	命令的最後	c=1 d=9.64917e-22 t=26306
ming ling guan i na 	命令關i那	c=1 d=1.49254e-35 t=26306
ming ling han shu chu 	命令函數出	c=1 d=4.28507e-31 t=26306
ming ling hang 	命令行	c=17 d=0.666977 t=26306
ming ling hang jie guo 	命令行結果	c=1 d=3.24697e-32 t=26306
ming ling hang jie ya 	命令行解壓	c=1 d=4.78252e-29 t=26306
ming ling qian 	命令前	c=1 d=2.57098e-21 t=26306
ming ling zhi jian chuan di 	命令之間傳遞	c=1 d=8.38859e-22 t=26306
ming ling zhi xing 	命令執行	c=1 d=2.34276e-45 t=26306
ming long 	明龍	c=1 d=1.44169e-39 t=26306
ming ming 	命名	c=11 d=2.07437e-15 t=26306
ming ming 	明明	c=1 d=1.32421e-39 t=26306
ming ming gui ze 	命名規則	c=1 d=2.14776e-52 t=26306
ming nian 	明年	c=2 d=5.30973e-27 t=26306
ming que 	明確	c=2 d=7.14342e-14 t=26306
ming que zhi ding 	明確指定	c=1 d=1.07748e-25 t=26306
ming tian 	明天	c=2 d=1.0966e-26 t=26306
ming wei 	名爲	c=2 d=5.18983e-20 t=26306
ming xian 	明顯	c=0 d=2.41213e-07 t=26306
ming xiao 	名校	c=2 d=2.94208e-19 t=26306
ming yan 	名言	c=1 d=9.53468e-58 t=26306
ming zhi 	明智	c=0 d=1.85918e-32 t=26306
ming zhi zhi xing 	明智執行	c=1 d=1.8685e-31 t=26306
ming zhu 	明珠	c=0 d=6.46342e-44 t=26306
ming zhu ji zhong zhi 	明珠集中制	c=1 d=6.49582e-43 t=26306
ming zi 	名字	c=22 d=1.39018e-12 t=26306
mo 	磨	c=1 d=1.39258e-43 t=26306
mo 	麼	c=2 d=0.980199 t=26306
mo ban 	模板	c=3 d=0.000165503 t=26306
mo er ben 	墨爾本	c=1 d=3.10241e-55 t=26306
mo hu 	模糊	c=0 d=2.40754e-14 t=26306
mo hu cha xun 	模糊查詢	c=2 d=6.21432e-13 t=26306
mo ka 	摩卡	c=4 d=1.87298e-28 t=26306
mo kuai 	模塊	c=56 d=0.0433935 t=26306
mo kuai de 	模塊的	c=1 d=3.30166e-52 t=26306
mo kuai hua 	模塊化	c=1 d=1.03326e-32 t=26306
mo kuai zhong 	模塊中	c=1 d=1.36241e-50 t=26306
mo na ge 	摩納哥	c=0 d=7.35596e-07 t=26306
mo na ge ling 	摩納哥凌	c=1 d=7.39283e-06 t=26306
mo ni 	模擬	c=4 d=4.88079e-34 t=26306
mo ni qi 	模擬器	c=1 d=6.86427e-45 t=26306
mo ni zhi xing 	模擬執行	c=1 d=4.90526e-33 t=26306
mo ren 	默認	c=26 d=1.91708 t=26306
mo ren ban ben 	默認版本	c=1 d=1.48151e-36 t=26306
mo ren can shu 	默認參數	c=4 d=3.4335e-34 t=26306
mo ren chuan can 	默認傳慘	c=1 d=1.08101e-34 t=26306
mo ren duan kou 	默認端口	c=1 d=2.28973e-11 t=26306
mo ren kai qi 	默認開啓	c=1 d=6.81472e-48 t=26306
mo ren mi ma 	默認密碼	c=1 d=1.36617e-53 t=26306
mo ren quan xian 	默認權限	c=1 d=1.52404e-16 t=26306
mo ren shi 	默認是	c=1 d=8.00856e-06 t=26306
mo ren shi yong 	默認使用	c=2 d=1.77381e-22 t=26306
mo ren shu chu 	默認輸出	c=1 d=1.01979e-54 t=26306
mo ren shu xing 	默認屬性	c=1 d=5.87366e-35 t=26306
mo ren wei 	默認爲	c=3 d=0.307279 t=26306
mo ren xian shi 	默認顯示	c=1 d=0.105928 t=26306
mo ren yong de 	默認用的	c=1 d=1.6191e-22 t=26306
mo sheng 	陌生	c=1 d=3.78414e-39 t=26306
mo shi 	模式	c=15 d=0.0759572 t=26306
mo shi jie gou 	模式結構	c=2 d=1.21232e-14 t=26306
mo wei 	末尾	c=1 d=2.46589e-30 t=26306
mo xing 	模型	c=5 d=0.405374 t=26306
mou ci 	某次	c=2 d=2.57425e-11 t=26306
mou ge 	某個	c=16 d=0.0458261 t=26306
mou ge cang ku 	某個倉庫	c=1 d=7.23981e-54 t=26306
mou ge he yue 	某個合約	c=1 d=1.22494e-34 t=26306
mou ge ren 	某個人	c=1 d=5.24539e-57 t=26306
mou ge wen jian 	某個文件	c=1 d=7.16777e-54 t=26306
mou ge wo ne jian jie ai 	某個我呢簡介愛	c=1 d=1.67877e-36 t=26306
mou ri 	某日	c=1 d=3.62452e-32 t=26306
mou tiao 	某調	c=1 d=9.07922e-41 t=26306
mou xie 	某些	c=4 d=8.09731e-18 t=26306
mou xie ren 	某些人	c=0 d=4.33109e-40 t=26306
mou yi 	某一	c=1 d=0.00033379 t=26306
mou yi lei 	某一類	c=1 d=3.08862e-32 t=26306
mou yi shi qi 	某一時期	c=1 d=2.92333e-32 t=26306
mou zhong 	某種	c=3 d=4.13628e-28 t=26306
mou zhong yu yan 	某種語言	c=1 d=4.15702e-27 t=26306
mu 	木	c=1 d=1.36831e-42 t=26306
mu biao 	目標	c=2 d=2.02103e-13 t=26306
mu ce 	目測	c=1 d=2.07142e-38 t=26306
mu di 	目的	c=12 d=0.865074 t=26306
mu di di zhi 	目的地址	c=2 d=0.895915 t=26306
mu di zhu ji 	目的主機	c=2 d=0.000163058 t=26306
mu ge 	牧歌	c=0 d=8.60094e-23 t=26306
mu ge mu lu xia 	牧歌目錄下	c=1 d=8.64406e-22 t=26306
mu lu 	目錄	c=31 d=1.2182 t=26306
mu lu biao 	目錄表	c=1 d=1.36171e-44 t=26306
mu lu bu cun zai 	目錄不存在	c=1 d=1.72485e-31 t=26306
mu lu chuang jian 	目錄創建	c=1 d=0.167797 t=26306
mu lu cun zai 	目錄存在	c=1 d=0.229925 t=26306
mu lu ming 	目錄名	c=1 d=0.204948 t=26306
mu lu shi fou ke yi jin ru 	目錄是否可以進入	c=1 d=2.81214e-17 t=26306
mu lu xia 	目錄下	c=10 d=0.254107 t=26306
mu lu zhong 	目錄中	c=1 d=3.14117e-54 t=26306
mu qian 	目前	c=18 d=0.000194537 t=26306
mu qian lai kan 	目前來看	c=1 d=4.10573e-28 t=26306
mu qin 	母親	c=1 d=1.13821e-23 t=26306
mu si chuan 	木四川	c=1 d=2.62239e-48 t=26306
mu zhong 	目中	c=1 d=1.02899e-42 t=26306
na 	哪	c=5 d=0.139457 t=26306
na 	拿	c=3 d=1.53837e-20 t=26306
na 	納	c=2 d=7.97941e-27 t=26306
na 	那	c=19 d=1.96042 t=26306
na bian 	那邊	c=0 d=4.20308e-40 t=26306
na chi 	哪吒	c=0 d=2.61347e-09 t=26306
na chu lai 	拿出來	c=1 d=1.05231e-41 t=26306
na de 	那得	c=0 d=4.15123e-41 t=26306
na er 	那兒	c=2 d=9.16295e-31 t=26306
na fen 	那份	c=1 d=7.71445e-08 t=26306
na ge 	哪個	c=7 d=6.02448e-15 t=26306
na ge 	那個	c=27 d=0.0869358 t=26306
na ge duan kou 	那個端口	c=2 d=0.718967 t=26306
na ge gong ju 	那個工具	c=1 d=5.15588e-31 t=26306
na ge hao 	哪個好	c=3 d=0.843665 t=26306
na ge kuai 	那個快	c=1 d=0.873716 t=26306
na ge lao shi 	哪個老師	c=1 d=3.62711e-11 t=26306
na ge lao shi 	那個老師	c=1 d=3.64529e-11 t=26306
na ge lao shi shuo 	那個老實說	c=1 d=2.49627e-27 t=26306
na ge shi 	那個是	c=1 d=1.11526e-48 t=26306
na ge wen ding 	那個穩定	c=1 d=1.3304e-35 t=26306
na ji ge 	哪幾個	c=1 d=1.51432e-29 t=26306
na ji ge 	那幾個	c=2 d=5.88966e-30 t=26306
na ji zhong 	哪幾種	c=0 d=7.48749e-39 t=26306
na jia 	那家	c=0 d=8.72351e-13 t=26306
na jian 	那件	c=0 d=4.49085e-25 t=26306
na jiu 	那就	c=4 d=1.28512e-10 t=26306
na jiu ke yi 	那就可以	c=2 d=1.32493e-16 t=26306
na jiu shi 	那就是	c=1 d=3.71249e-20 t=26306
na kuai 	那塊	c=0 d=1.86209e-21 t=26306
na li 	哪裏	c=1 d=1.80983e-38 t=26306
na li 	那裏	c=10 d=1.596e-29 t=26306
na liang 	那輛	c=0 d=4.43077e-43 t=26306
na me 	那麼	c=16 d=0.99005 t=26306
na me duo 	那麼多	c=2 d=3.34131e-16 t=26306
na me duo ci 	那麼多次	c=1 d=1.40104e-26 t=26306
na me nan 	那麼難	c=1 d=4.29909e-40 t=26306
na me ru he ding yi huang dan 	那麼如何定義荒誕	c=1 d=3.42928e-57 t=26306
na mo 	南無	c=5 d=0.965605 t=26306
na mo cha 	那麼差	c=1 d=0.960789 t=26306
na na kuai i 	拿那塊i	c=1 d=1.87143e-20 t=26306
na ne 	哪呢	c=0 d=1.48228e-43 t=26306
na ne gai bian 	哪呢改變	c=1 d=8.44931e-48 t=26306
na ne guan li 	哪呢管理	c=1 d=5.00621e-38 t=26306
na ne guan li xian zhi 	哪呢管理限制	c=2 d=1.03203e-36 t=26306
na ni xian 	那你先	c=1 d=1.67934e-40 t=26306
na ni xu yao 	那你需要	c=1 d=1.50211e-22 t=26306
na pian 	那篇	c=1 d=1.32169e-46 t=26306
na wo 	那我	c=2 d=1.37994e-24 t=26306
na xie 	哪些	c=3 d=2.2611e-10 t=26306
na xie 	那些	c=5 d=0.014126 t=26306
na xie lei bie 	那些類別	c=1 d=0.138761 t=26306
na xie nei rong 	那些內容	c=1 d=3.82347e-43 t=26306
na xie quan xian 	哪些權限	c=1 d=4.52196e-17 t=26306
na yang 	那樣	c=4 d=1.59164e-39 t=26306
na yang de 	那樣的	c=0 d=4.08664e-33 t=26306
na yang de wen ti 	那樣的問題	c=1 d=4.10712e-32 t=26306
na yang jiu bu yong 	那樣就不用	c=1 d=1.54781e-51 t=26306
na ye 	那也	c=0 d=1.88075e-50 t=26306
na ye zhi shi 	那也只是	c=1 d=1.89018e-49 t=26306
na yi bu fen 	哪一部分	c=1 d=1.36338e-30 t=26306
na yi bu fen ba 	哪一部分把	c=1 d=1.37022e-29 t=26306
na yi mo 	那一抹	c=1 d=1.01229e-26 t=26306
na yi xiang 	那一項	c=1 d=6.04019e-11 t=26306
na ying 	那英	c=0 d=0.00190631 t=26306
na zan 	那咱	c=1 d=3.59151e-42 t=26306
na zhe li 	那這裏	c=1 d=3.17554e-35 t=26306
na zhong 	那種	c=0 d=8.16147e-53 t=26306
na zhong lei xing 	那種類型	c=1 d=8.20238e-52 t=26306
nai xing 	耐性	c=1 d=9.91736e-21 t=26306
nai zhi 	乃至	c=2 d=1.174e-56 t=26306
nan 	南	c=1 d=6.31714e-09 t=26306
nan 	男	c=2 d=2.21717e-23 t=26306
nan 	難	c=1 d=4.71934e-49 t=26306
nan da 	南大	c=7 d=1.71887e-16 t=26306
nan dao shi 	難道是	c=1 d=1.79182e-38 t=26306
nan dian 	難點	c=2 d=7.30037e-05 t=26306
nan du 	難度	c=1 d=1.52533e-27 t=26306
nan fang 	南方	c=1 d=4.75786e-27 t=26306
nan jing 	南京	c=2 d=2.51143e-10 t=26306
nan jing da xue 	南京大學	c=2 d=8.22528e-26 t=26306
nan kai 	南開	c=9 d=6.57909e-15 t=26306
nan kai da xue 	南開大學	c=1 d=1.3097e-27 t=26306
nan shan 	南山	c=1 d=2.18333e-10 t=26306
nan shou 	難受	c=1 d=7.78567e-39 t=26306
nan tou ren 	南投人	c=0 d=1.0799e-23 t=26306
nan yang 	南洋	c=1 d=3.58724e-28 t=26306
nan yang 	南陽	c=0 d=3.55154e-29 t=26306
nan yang li gong 	南陽理工	c=1 d=3.56935e-28 t=26306
nan yi 	難以	c=0 d=1.94675e-44 t=26306
ne 	呢	c=8 d=0.0763379 t=26306
ne ge 	呢個	c=0 d=2.17215e-38 t=26306
nei 	內	c=9 d=0.00120654 t=26306
nei bu 	內部	c=5 d=1.55183e-48 t=26306
nei bu wang 	內部網	c=0 d=0.000195074 t=26306
nei bu wang lu 	內部網錄	c=1 d=0.00114769 t=26306
nei ceng 	內層	c=1 d=2.02826e-55 t=26306
nei cun 	內存	c=3 d=2.43972e-23 t=26306
nei cun di zhi 	內存地址	c=4 d=4.43601e-49 t=26306
nei cun zhong 	內存中	c=1 d=1.51246e-49 t=26306
nei cun zhong de 	內存中的	c=1 d=6.27878e-50 t=26306
nei cun zhong de di zhi 	內存中的地址	c=1 d=5.89588e-50 t=26306
nei cun zhong de yi ge wei zhi 	內存中的一個位置	c=1 d=5.6931e-50 t=26306
nei fang 	內放	c=1 d=2.3279e-29 t=26306
nei he 	內核	c=9 d=0.0997588 t=26306
nei he i 	內核i	c=1 d=4.83815e-18 t=26306
nei juan 	內卷	c=1 d=1.23515e-14 t=26306
nei mo shi 	內模式	c=1 d=6.67772e-15 t=26306
nei rong 	內容	c=13 d=1.19143e-16 t=26306
nei rong he 	內融合	c=1 d=2.70188e-17 t=26306
nei rong wei 	內容爲	c=1 d=5.30099e-34 t=26306
nei wang 	內網	c=1 d=3.34824e-11 t=26306
nei xin 	內心	c=2 d=1.22948e-37 t=26306
nei zhi 	內置	c=11 d=0.00343896 t=26306
nei zhi bang zhu wen dang 	內置幫助文檔	c=1 d=2.3848e-19 t=26306
nei zhi han shu 	內置函數	c=5 d=0.0395575 t=26306
nei zhi ming ling 	內置命令	c=1 d=1.11837e-22 t=26306
nei zhi mo kuai 	內置模塊	c=1 d=4.60219e-18 t=26306
nei zhi zai 	內置在	c=1 d=0.034562 t=26306
neng 	能	c=7 d=0.112213 t=26306
neng biao da 	能表達	c=1 d=6.66593e-53 t=26306
neng bu neng 	能不能	c=2 d=6.25641e-13 t=26306
neng dian 	能點	c=1 d=6.89398e-37 t=26306
neng fou 	能否	c=0 d=1.81137e-49 t=26306
neng fou ke yi 	能否可以	c=1 d=1.82045e-48 t=26306
neng gou 	能夠	c=2 d=0.336216 t=26306
neng gou shi bie 	能夠識別	c=1 d=3.23628e-52 t=26306
neng gou zheng chang zhi xing 	能夠正常執行	c=1 d=1.43969e-52 t=26306
neng li 	能力	c=10 d=1.52697e-09 t=26306
neng shang 	能上	c=1 d=7.32052e-08 t=26306
neng tui 	能退	c=0 d=2.65984e-10 t=26306
neng tui ma 	能退嗎	c=1 d=2.67317e-09 t=26306
neng yong 	能用	c=1 d=1.93204e-42 t=26306
neng yun xing ma 	能運行嗎	c=1 d=8.50061e-31 t=26306
neng zuo shen me 	能做什麼	c=1 d=1.10762e-26 t=26306
ni 	你	c=45 d=0.945086 t=26306
ni ba 	你把	c=1 d=4.18226e-10 t=26306
ni ba 	泥巴	c=1 d=4.1614e-10 t=26306
ni bao ming 	你報名	c=1 d=3.60902e-11 t=26306
ni bu neng 	你不能	c=1 d=1.43455e-10 t=26306
ni chong lian 	你重連	c=1 d=5.65026e-20 t=26306
ni dang qian 	你當前	c=1 d=7.07595e-20 t=26306
ni de 	你的	c=6 d=8.15341e-11 t=26306
ni de qian li 	你的潛力	c=1 d=4.70315e-38 t=26306
ni de sheng huo 	你的生活	c=1 d=3.09134e-13 t=26306
ni fa chu 	你發出	c=1 d=1.94575e-37 t=26306
ni gai 	你該	c=1 d=2.28966e-40 t=26306
ni gan jue 	你感覺	c=1 d=9.33982e-21 t=26306
ni hai mei 	你還沒	c=1 d=1.56044e-29 t=26306
ni hao 	你好	c=16 d=1.32826 t=26306
ni hui 	你會	c=0 d=1.03806e-58 t=26306
ni hui fa xian 	你會發現	c=1 d=6.46363e-14 t=26306
ni hui hou hui ni 	你會後悔你	c=1 d=1.04326e-57 t=26306
ni jiang 	你將	c=1 d=1.16101e-21 t=26306
ni jie zhe zheng ce shi 	你接着整測試	c=1 d=1.52585e-30 t=26306
ni jiu 	你就	c=1 d=3.95415e-56 t=26306
ni jiu yao 	你就要	c=1 d=4.43016e-11 t=26306
ni jiu yao xiang xiang 	你就要想想	c=1 d=5.60757e-19 t=26306
ni jue ding 	你決定	c=0 d=5.9799e-41 t=26306
ni jue ding zuo yi ge 	你決定做一個	c=1 d=6.00987e-40 t=26306
ni kan 	你看	c=1 d=8.20823e-31 t=26306
ni kan kan 	你看看	c=2 d=1.22136e-29 t=26306
ni kan zhe lai ba 	你看着來吧	c=1 d=2.08683e-37 t=26306
ni ke yi 	你可以	c=3 d=0.247833 t=26306
ni ke yi shi yong 	你可以使用	c=2 d=0.000237581 t=26306
ni ke yi wen 	你可以問	c=1 d=5.41838e-27 t=26306
ni men 	你們	c=3 d=6.03814e-07 t=26306
ni mian 	你麪	c=1 d=4.23522e-11 t=26306
ni ming 	匿名	c=0 d=1.18712e-19 t=26306
ni ming han shu 	匿名函數	c=3 d=6.07606e-08 t=26306
ni na ge 	你那個	c=1 d=1.24434e-13 t=26306
ni neng 	你能	c=0 d=2.89483e-06 t=26306
ni qu 	你去	c=1 d=1.38903e-13 t=26306
ni shi 	你是	c=3 d=7.3041e-11 t=26306
ni shi bu shi 	你是不是	c=1 d=1.0631e-14 t=26306
ni shi shi 	你試試	c=1 d=9.70414e-30 t=26306
ni shi xian le 	你實現了	c=1 d=7.15947e-11 t=26306
ni shi yong 	你使用	c=2 d=1.24671e-07 t=26306
ni sou 	你搜	c=0 d=3.91081e-45 t=26306
ni tong yang 	你同樣	c=1 d=1.68346e-10 t=26306
ni wa bu dao dong 	你挖補到洞	c=1 d=3.5125e-45 t=26306
ni xi huan 	你喜歡	c=1 d=3.39007e-10 t=26306
ni xia zai 	你下載	c=1 d=2.28725e-57 t=26306
ni xian 	你先	c=3 d=5.40198e-40 t=26306
ni xiang 	你想	c=1 d=1.034e-23 t=26306
ni xiang yao 	你想要	c=3 d=1.46502e-22 t=26306
ni xu 	逆序	c=10 d=8.91695e-08 t=26306
ni xu ya 	逆序呀	c=1 d=4.55795e-22 t=26306
ni xu yao 	你需要	c=2 d=4.7304e-22 t=26306
ni yao 	你要	c=2 d=0.271173 t=26306
ni yao ba 	你要把	c=1 d=1.47087e-10 t=26306
ni yao shi 	你要是	c=1 d=2.7889e-37 t=26306
ni ye 	你也	c=3 d=0.000287295 t=26306
ni yong 	你用	c=0 d=2.76265e-15 t=26306
ni yong de 	你用的	c=1 d=2.7765e-14 t=26306
ni yu dao le 	你遇到了	c=1 d=7.23142e-11 t=26306
ni za 	你咋	c=1 d=7.06489e-31 t=26306
ni zai 	你在	c=1 d=7.47603e-20 t=26306
ni zheng zheng 	你整整	c=1 d=1.1618e-29 t=26306
ni zhi jie 	你直接	c=1 d=2.63966e-37 t=26306
ni zu zhi 	你組織	c=1 d=6.70869e-40 t=26306
ni zui jin 	你最近	c=0 d=3.77899e-24 t=26306
ni zui jin zhi xing de 	你最近執行的	c=1 d=3.79793e-23 t=26306
nian 	年	c=5 d=6.5411e-07 t=26306
nian fei 	年費	c=1 d=1.79243e-42 t=26306
nian ji 	年紀	c=0 d=8.72351e-13 t=26306
nian ling 	年齡	c=3 d=2.511e-08 t=26306
nian ling wei 	年齡爲	c=1 d=3.85205e-13 t=26306
nian qing 	年輕	c=0 d=6.96326e-38 t=26306
nian qing le 	年輕了	c=1 d=6.99817e-37 t=26306
nian shu 	唸書	c=0 d=2.42827e-56 t=26306
nin 	您	c=2 d=1.28311e-12 t=26306
nin de 	您的	c=1 d=8.55222e-14 t=26306
niu 	牛	c=3 d=5.2445e-18 t=26306
niu bi 	牛逼	c=1 d=1.20942e-31 t=26306
nong hou 	濃厚	c=0 d=0.00119145 t=26306
nong hou de 	濃厚的	c=1 d=0.0119742 t=26306
nu li 	努力	c=2 d=2.94058e-13 t=26306
nu li guo le 	努力過了	c=1 d=5.48701e-28 t=26306
nuan 	暖	c=0 d=7.6507e-28 t=26306
nv 	女	c=1 d=3.31549e-13 t=26306
nv xing 	女性	c=1 d=2.11405e-13 t=26306
o 	哦	c=1 d=3.39769e-07 t=26306
o v e r 	over	c=1 d=0.000459671 t=26306
ou 	偶	c=0 d=1.28372e-57 t=26306
ou da 	毆打	c=0 d=6.87267e-31 t=26306
ou dao 	歐刀	c=0 d=0.000179994 t=26306
ou dao ci dian 	歐刀詞典	c=1 d=0.00180897 t=26306
ou er 	偶爾	c=1 d=2.30474e-29 t=26306
ou niao 	鷗鳥	c=0 d=1.06138e-09 t=26306
ou niao gong ji 	鷗鳥攻擊	c=1 d=2.69206e-33 t=26306
ou niao guo you ji cheng 	鷗鳥過有繼承	c=1 d=8.0918e-10 t=26306
ou shu 	偶數	c=1 d=4.12995e-09 t=26306
ou wen 	歐文	c=0 d=1.37255e-50 t=26306
ou wen men 	歐文們	c=1 d=1.37943e-49 t=26306
p r i n t 	print	c=1 d=9.96029e-13 t=26306
p shi 	P事	c=1 d=1.93308e-19 t=26306
pa 	爬	c=1 d=1.2842e-31 t=26306
pa chong 	爬蟲	c=1 d=1.017e-24 t=26306
pa chong you xi 	爬蟲遊戲	c=1 d=1.01456e-23 t=26306
pa qu 	爬去	c=1 d=2.33718e-17 t=26306
pa shi 	怕是	c=1 d=1.9321e-13 t=26306
pa yang 	怕癢	c=1 d=9.84577e-24 t=26306
pai chu 	排除	c=1 d=3.86597e-26 t=26306
pai dao 	排到	c=1 d=4.27779e-11 t=26306
pai ming 	排名	c=6 d=4.6573e-11 t=26306
pai xu 	排序	c=8 d=4.27856e-13 t=26306
pai xu suan fa 	排序算法	c=1 d=3.42881e-26 t=26306
pai you ti 	俳優體	c=1 d=1.0128e-32 t=26306
pai zhao pian 	拍照片	c=1 d=4.6396e-25 t=26306
pan duan 	判斷	c=58 d=0.0567063 t=26306
pan duan shu ju bao 	判斷數據包	c=1 d=6.77287e-05 t=26306
pan duan yu ju 	判斷語句	c=1 d=1.21796e-55 t=26306
pang da 	龐大	c=1 d=3.34006e-41 t=26306
pao chu 	拋出	c=4 d=1.24344e-33 t=26306
pao chu yi chang 	拋出異常	c=1 d=2.64559e-34 t=26306
pao qi 	拋棄	c=1 d=1.4854e-08 t=26306
pei 	陪	c=0 d=3.33314e-47 t=26306
pei dui 	配對	c=1 d=2.5193e-29 t=26306
pei dui lian jie 	配對連接	c=1 d=2.38683e-29 t=26306
pei he 	配合	c=1 d=3.197e-26 t=26306
pei yang 	培養	c=0 d=1.52635e-21 t=26306
pei yang wen ti de neng li 	培養問題的能力	c=1 d=7.4208e-21 t=26306
pei zhi 	配置	c=58 d=1.89037 t=26306
pei zhi geng xin 	配置更新	c=1 d=2.3922e-26 t=26306
pei zhi huan jing 	配置環境	c=1 d=2.15859e-23 t=26306
pei zhi jiao ben 	配置腳本	c=1 d=1.42371e-09 t=26306
pei zhi le 	配置了	c=1 d=1.14174e-30 t=26306
